Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-16 00:00:00-05:00,15.022005252212074,15.329391251477393,14.908075461379754,15.287259101867676,321960000,0.0,0.0
2021-02-17 00:00:00-05:00,15.128454926659813,15.180808421709868,14.738551627972099,14.864198684692383,274756000,0.0,0.0
2021-02-18 00:00:00-05:00,14.687694606829579,14.831539993564954,14.534126197463962,14.78741455078125,233868000,0.0,0.0
2021-02-19 00:00:00-05:00,14.982368317869703,15.134440830821628,14.805117128097887,14.8846435546875,271724000,0.0,0.0
2021-02-22 00:00:00-05:00,14.733318293645503,15.090813464605944,14.284829539167944,14.3154935836792,325884000,0.0,0.0
2021-02-23 00:00:00-05:00,14.035776416282213,14.198818673240451,13.35194955644747,14.102339744567871,391780000,0.0,0.0
2021-02-24 00:00:00-05:00,14.083145503096832,14.466068467380678,13.717423274073871,14.45833969116211,448320000,0.0,0.0
2021-02-25 00:00:00-05:00,14.006113004928865,14.334440047309721,13.17918902800684,13.270182609558105,824436000,0.0,0.0
2021-02-26 00:00:00-05:00,13.713933240960111,13.815647436688753,13.323531609545643,13.676040649414062,500932000,0.0,0.0
2021-03-01 00:00:00-05:00,13.836091261293221,13.885951239822205,13.515243835324203,13.802934646606445,353184000,0.0,0.0
2021-03-02 00:00:00-05:00,13.861020214199105,13.881462909178813,13.358433857283094,13.36865520477295,264116000,0.0,0.0
2021-03-03 00:00:00-05:00,13.38859986982293,13.41377854511925,12.762859005310784,12.768842697143555,377592000,0.0,0.0
2021-03-04 00:00:00-05:00,12.764853610702268,12.938615575725441,12.04986423160692,12.33556079864502,573344000,0.0,0.0
2021-03-05 00:00:00-05:00,12.514808445147853,12.514808445147853,11.646499709299345,12.426556587219238,542840000,0.0,0.0
2021-03-08 00:00:00-05:00,12.415085459306246,12.43627563829937,11.534063017322843,11.560738563537598,543112000,0.0,0.0
2021-03-09 00:00:00-05:00,12.100408589821392,12.5857115477266,12.029583156574535,12.489449501037598,521824000,0.004,0.0
2021-03-10 00:00:00-05:00,12.808910100942292,12.948066572746527,12.42685292339801,12.437576293945312,384376000,0.0,0.0
2021-03-11 00:00:00-05:00,12.918141567568973,13.014155316080448,12.703171840009764,12.96153450012207,299916000,0.0,0.0
2021-03-12 00:00:00-05:00,12.617134005807182,12.857042807221505,12.559027830206189,12.824373245239258,243964000,0.0,0.0
2021-03-15 00:00:00-04:00,12.833099637107122,13.174258245322083,12.73583966195434,13.158796310424805,221988000,0.0,0.0
2021-03-16 00:00:00-04:00,13.323641474792712,13.479257837675465,13.084481372803003,13.258552551269531,272128000,0.0,0.0
2021-03-17 00:00:00-04:00,13.007671116067991,13.420153700648893,12.957544682409727,13.308429718017578,243864000,0.0,0.0
2021-03-18 00:00:00-04:00,13.104183238028991,13.151566040742917,12.685714900401814,12.691201210021973,293896000,0.0,0.0
2021-03-19 00:00:00-04:00,12.718636488664039,12.88971482417496,12.581474912875496,12.8141508102417,299208000,0.0,0.0
2021-03-22 00:00:00-04:00,12.880981975157276,13.361546297589527,12.874996218983888,13.15380859375,297804000,0.0,0.0
2021-03-23 00:00:00-04:00,13.221643113543065,13.311671106919352,12.989216509091099,13.038595199584961,222048000,0.0,0.0
2021-03-24 00:00:00-04:00,13.118897393362214,13.126878086028931,12.605663414562246,12.611897468566895,245840000,0.0,0.0
2021-03-25 00:00:00-04:00,12.46874735641342,12.683467785210672,12.241807119955315,12.504408836364746,295144000,0.0,0.0
2021-03-26 00:00:00-04:00,12.523612577983327,12.824620384035123,12.343058124473357,12.807662010192871,363968000,0.0,0.0
2021-03-29 00:00:00-04:00,12.788711716238293,13.030366222137898,12.668757782645448,12.916397094726562,273520000,0.0,0.0
2021-03-30 00:00:00-04:00,12.810405490366506,12.943327898120906,12.673742460758223,12.840082168579102,200204000,0.0,0.0
2021-03-31 00:00:00-04:00,12.983480795926578,13.437361379878029,12.950561986434117,13.315412521362305,314776000,0.0,0.0
2021-04-01 00:00:00-04:00,13.538860163952092,13.83587716537541,13.47800941308957,13.77777099609375,308276000,0.0,0.0
2021-04-05 00:00:00-04:00,13.833384093236818,13.979523315095443,13.699214481896792,13.953088760375977,255672000,0.0,0.0
2021-04-06 00:00:00-04:00,13.965309496536149,14.019675048728104,13.739616396250584,13.827399253845215,191744000,0.0,0.0
2021-04-07 00:00:00-04:00,13.84660129493534,14.208458937130143,13.677768135683046,14.108705520629883,251284000,0.0,0.0
2021-04-08 00:00:00-04:00,14.217688306990038,14.435900177020958,14.213946732959487,14.281780242919922,244416000,0.0,0.0
2021-04-09 00:00:00-04:00,14.179033078443032,14.372556078838363,14.14012946049153,14.364575386047363,195172000,0.0,0.0
2021-04-12 00:00:00-04:00,14.254596927138556,15.314732396380426,14.104466864397924,15.171585083007812,869324000,0.0,0.0
2021-04-13 00:00:00-04:00,15.194027608780681,15.661375156600382,15.088537687934439,15.640925407409668,676212000,0.0,0.0
2021-04-14 00:00:00-04:00,15.586561501348141,15.681826557633755,15.190039338700716,15.239418029785156,385500000,0.0,0.0
2021-04-15 00:00:00-04:00,15.623972472177224,16.17436541470877,15.593048591540859,16.09755516052246,598480000,0.0,0.0
2021-04-16 00:00:00-04:00,16.013505506341275,16.125979120578943,15.826217550569627,15.87335205078125,335208000,0.0,0.0
2021-04-19 00:00:00-04:00,15.49827785931113,15.768611067379295,15.195524339740611,15.323957443237305,404420000,0.0,0.0
2021-04-20 00:00:00-04:00,15.28555384611717,15.458876336209281,14.926190558835732,15.133928298950195,334132000,0.0,0.0
2021-04-21 00:00:00-04:00,15.081556897402692,15.32470783357352,15.065097967523737,15.322712898254395,216776000,0.0,0.0
2021-04-22 00:00:00-04:00,15.337174711025497,15.400518892869922,14.747129626728535,14.813715934753418,277788000,0.0,0.0
2021-04-23 00:00:00-04:00,14.897511312075965,15.297275618549515,14.863595508360055,15.227697372436523,227500000,0.0,0.0
2021-04-26 00:00:00-04:00,15.147642935688191,15.440919322295558,15.087790126519275,15.439921379089355,197796000,0.0,0.0
2021-04-27 00:00:00-04:00,15.540173958472135,15.63194762998392,15.316725060501184,15.343908309936523,164572000,0.0,0.0
2021-04-28 00:00:00-04:00,15.32670177309296,15.494039448295446,15.178068161200418,15.239167213439941,209416000,0.0,0.0
2021-04-29 00:00:00-04:00,15.362113842578646,15.39852402553531,15.034422195968673,15.287049293518066,173196000,0.0,0.0
2021-04-30 00:00:00-04:00,15.137170190038917,15.327200854865179,14.960106128775966,14.972575187683105,201912000,0.0,0.0
2021-05-03 00:00:00-04:00,15.087789925219155,15.209240277723236,14.75112061320419,14.800249099731445,203912000,0.0,0.0
2021-05-04 00:00:00-04:00,14.6012413438704,14.601490591862607,13.975783949931254,14.31594467163086,405324000,0.0,0.0
2021-05-05 00:00:00-04:00,14.67281322109117,14.77705690361153,14.352104335830429,14.422929763793945,292024000,0.0,0.0
2021-05-06 00:00:00-04:00,14.459590514112755,14.535403762388006,14.183023228828954,14.487272262573242,193380000,0.0,0.0
2021-05-07 00:00:00-04:00,14.771820371378341,14.933920031269896,14.63565581990065,14.775810241699219,229328000,0.0,0.0
